submission_date,state,tot_cases,conf_cases,new_case,tot_death,conf_death,new_death
2020-07-14,NH,6091,0,23,392,0,1
2021-09-09,IN,894516,0,5154,14751,14298,52
2022-02-15,AL,1268003,918192,1965,18199,14014,5
2020-07-20,MO,44259,0,1426,1255,0,13
2021-08-25,ID,216061,172483,1019,2316,2006,8
2021-09-27,ME,88197,63041,505,1022,946,5
2021-10-20,ME,99806,71110,554,1113,1029,4
2020-06-12,ID,3353,3023,51,87,67,1
2020-10-12,ME,5780,5160,57,143,142,0
2021-12-15,MD,608293,0,2192,11447,11214,25
2020-07-09,MI,136785,124138,1508,6382,6074,8
2021-05-28,ND,109915,100957,46,1512,0,0
2020-01-29,MS,0,0,0,0,0,0
2022-02-01,CA,8423159,7915768,37147,79382,0,98
2021-03-01,AL,493193,389325,723,10589,8470,17
2021-10-12,WI,844102,756855,3292,9101,8194,47
2021-08-19,MO,733759,0,2774,10185,0,17
2021-10-22,IL,1680908,1680908,2969,28414,25590,32
2021-04-29,NC,958813,826177,2266,13089,11562,9
2020-06-20,MI,112981,102837,480,6221,5917,9
2021-10-10,VT,33070,0,209,326,0,0
2022-01-06,MO,1067433,0,12948,16318,0,18
2021-01-31,CT,250023,234814,0,7046,5741,0
2020-10-14,MO,163042,0,2347,2923,0,31
2022-02-27,MO,1395127,0,0,18846,0,0
2022-01-18,MT,215988,175571,3910,2957,2957,12
2020-09-03,IL,241705,240003,1360,8324,8115,24
2020-07-12,ID,10902,10163,397,102,82,0
2020-03-29,MT,173,0,26,2,0,1
2021-07-28,IL,1415572,1415572,2082,25893,23420,7
2020-02-29,DE,0,0,0,0,0,0
2020-10-13,MT,19967,19967,842,228,228,16
2021-06-26,DE,109657,102053,21,1694,1549,1
2021-04-08,NC,919545,796553,2120,12847,11354,16
2020-12-09,DE,43250,41624,646,803,707,0
2020-07-23,ME,3758,3358,21,118,117,0
2020-04-01,IN,2565,0,406,66,66,16
2021-06-12,IL,1387297,1387297,268,25469,23050,17
2020-12-12,NC,436212,404348,7094,6481,6158,69
2021-08-14,MI,1029926,920317,1296,21287,20014,3
2021-05-08,CA,3652692,3652692,1945,61167,61167,140
2020-06-15,NC,45234,45226,1083,1240,1240,23
2021-03-20,NC,888898,773610,1825,12638,11175,18
2021-08-04,NC,1060822,904230,4189,13907,12261,19
2021-01-30,NV,277349,277349,1070,4264,0,46
2021-02-02,WA,313931,0,960,4316,0,-2
2020-03-16,NC,33,33,1,1,1,0
2020-04-27,VT,787,0,3,47,0,0
2020-09-13,NC,187783,184066,1105,3342,3318,21
2020-03-13,CA,247,247,49,4,4,1
2021-08-11,MD,476070,0,886,9893,9672,3
2020-05-01,WI,7314,7314,460,327,327,11
2021-10-27,WI,877220,785906,2278,9370,8442,26
2021-06-06,IL,1385245,1385245,342,25352,22949,38
2022-02-19,MT,261722,204969,0,3105,3105,0
2020-10-02,MD,126222,0,712,4080,3922,8
2021-10-06,NH,122934,0,484,1493,0,3
2020-12-06,ME,13774,12097,425,227,225,0
2022-01-29,NV,648088,615774,0,8914,0,0
2021-03-14,MT,101760,95314,34,1392,1392,0
2021-11-26,ID,305524,242305,391,3891,3207,0
2021-11-28,VT,45902,0,337,394,0,0
2021-03-19,VT,16163,0,148,214,0,1
2020-04-13,CA,22348,22348,554,658,658,38
2021-09-16,IN,922320,0,4090,15036,14571,35
2021-03-09,AL,500374,394991,810,10718,8570,16
2020-02-13,NC,0,0,0,0,0,0
2022-02-02,DE,248910,227135,463,2552,2341,8
2022-01-03,CA,5548724,5262633,71195,75847,0,0
2020-02-23,MD,0,0,0,0,0,0
2021-09-23,MO,809979,0,1987,11318,0,4
2022-02-22,MO,1391492,0,3632,18363,0,12
2020-05-27,IL,114306,114306,1111,5083,5083,160
2021-07-23,MO,661507,0,2906,9557,0,8
2020-03-23,CA,1733,1733,265,35,35,9
2020-12-02,MO,347798,0,4600,5235,0,74
2021-12-11,NV,478082,464385,0,8189,0,0
2021-05-26,NE,223354,0,46,2249,0,0
2022-02-26,AL,1279408,924446,341,18225,14035,0
2022-02-28,NE,453838,324616,269,3986,3265,30
2021-03-09,MS,299992,185580,457,7091,4923,8
2021-07-14,MD,463487,0,104,9807,9590,4
2021-04-21,WA,389183,0,1749,5422,0,15
2020-07-29,NC,118465,117697,1606,2043,2040,25
2021-02-17,DE,85462,81088,294,1316,1190,25
2021-01-10,CT,205994,193991,0,6324,5127,0
2020-04-09,ND,269,0,18,5,0,1
2020-07-11,WI,39080,35679,981,828,821,7
2020-06-26,NE,18457,0,234,266,0,6
2020-08-17,AL,108780,103445,1423,2960,2630,27
2021-01-08,NC,615660,556096,11000,8709,7960,101
2021-11-30,ME,120600,86195,938,1327,1224,3
2020-06-26,WA,30789,0,522,1304,0,4
2021-04-01,MD,412928,0,1584,8858,8650,20
2021-07-04,MI,1003712,898021,144,21067,19809,4
2020-09-17,MS,95043,87788,519,3116,2849,10
2020-07-01,NE,19238,0,107,276,0,2
2020-11-05,MO,226051,0,5996,3700,0,44
2021-08-27,ND,116666,106026,361,1560,0,0
2021-11-11,ME,110344,78722,752,1220,1123,3
2020-06-14,CT,45088,43172,94,4201,3355,15
2021-03-05,VT,14676,0,140,205,0,1
2021-06-07,MT,112381,101135,43,1633,1633,1
2021-02-24,ME,44117,34819,217,701,679,24
2021-02-27,ME,44634,35158,141,703,681,1
2021-10-31,MD,561270,0,636,10921,10691,10
2021-05-24,NE,223226,0,85,2249,0,0
2020-07-09,ID,9428,8740,459,100,80,2
2020-02-02,NH,0,0,0,0,0,0
2022-01-11,MI,1923396,1696174,18447,30132,27985,118
2021-12-15,NV,481301,467205,686,8244,0,17
2020-06-26,WI,29668,26747,563,773,766,0
2021-12-27,VT,57048,0,214,444,0,1
2021-02-19,CA,3428518,3428518,6798,47973,47973,436
2021-05-05,NV,317088,317088,373,5487,0,7
2020-07-22,MO,46641,0,1166,1281,0,10
2020-11-20,DE,31482,30199,519,746,655,4
2022-02-12,NV,673322,638528,0,9335,0,0
2021-05-29,ID,192034,153678,22,2090,1822,0
2021-01-17,NC,683190,614401,6351,9633,8705,101
2020-09-03,AL,128779,118381,979,3449,3016,28
2021-08-26,CA,4341233,4157319,17375,64931,64931,129
2020-12-25,NE,161178,0,682,1558,0,-10
2021-07-06,MO,626096,0,1633,9375,0,35
2020-07-29,WA,54738,0,673,1554,0,6
2022-02-05,NE,445793,318742,0,3755,3108,0
2020-07-04,WA,35192,0,454,1354,0,2
2020-06-27,ME,3191,2838,89,104,103,1
2021-05-29,ND,109935,100974,20,1512,0,0
2021-09-28,ME,89064,63611,867,1022,946,0
2020-05-09,NE,8180,0,348,96,0,4
2021-07-22,MS,333180,203219,1317,7648,5276,6
2022-01-07,ND,180646,146522,0,2028,0,0
2021-08-25,MS,423599,250766,3425,8214,5622,27
2020-02-07,VT,0,0,0,0,0,0
2022-01-25,IL,2851567,2851567,13706,33942,30276,139
2022-01-09,IL,2382437,2382437,0,31660,28361,0
2022-02-27,WA,1417498,0,0,11831,0,0
2020-06-02,MT,525,525,2,17,17,0
2020-04-11,CA,20615,20615,1143,581,581,40
2020-07-21,CT,48096,46116,41,4406,3527,0
2021-06-09,NC,996379,854427,470,13521,11925,0
2021-12-04,ID,308869,244989,200,3970,3272,1
2022-02-06,MO,1357079,0,2437,17601,0,10
2021-04-02,NE,211779,0,345,2181,0,0
2022-01-25,WA,1209335,0,8489,10540,0,82
2020-07-13,CT,47510,45523,223,4371,3492,23
2020-12-18,DE,50639,48770,1047,854,755,9
2020-09-18,MT,10164,10164,292,156,156,12
2021-02-13,MS,289019,180535,753,6877,4811,8
2020-11-10,IL,511183,511183,12623,10645,10289,82
2020-01-30,IL,1,0,0,0,0,0
2021-07-06,NC,1007205,862196,288,13652,12040,2
2021-02-10,MI,667512,608255,1527,16199,15229,33
2020-07-04,IN,47432,0,517,2671,2486,6
2021-10-03,ME,91916,65598,448,1030,955,4
2020-08-12,VT,1354,0,5,57,0,0
2021-05-28,AL,542986,419376,229,11377,9089,2
2021-07-14,MT,114508,102130,93,1683,1683,7
2021-11-25,NE,307064,230882,375,3146,2637,0
2021-05-10,MI,977898,876338,2109,19783,18599,65
2020-04-02,AL,1364,1312,196,59,56,3
2020-11-14,AL,215588,182929,1672,4915,4192,31
2020-06-13,WA,25480,0,469,1213,0,9
2020-04-10,NC,3991,3991,295,91,91,10
2021-03-27,IN,684440,0,996,12985,12586,9
2021-12-10,ME,129928,92981,954,1366,1259,1
2021-06-29,WA,450518,0,264,5920,0,9
2021-05-11,ID,189361,151635,233,2058,1796,-3
2020-06-08,CT,44092,42017,124,4084,3239,13
2020-10-05,IN,125976,0,830,3680,3463,8
2021-04-17,NH,91279,0,369,1266,0,0
2021-01-20,MS,261557,167849,1824,6409,4593,25
2020-07-02,MO,27251,0,948,1117,0,5
2020-07-28,ND,6227,6227,86,102,0,2
2020-10-12,WA,95860,0,606,2190,0,0
2020-10-16,MO,167023,0,1914,2978,0,27
2020-11-09,DE,27255,26061,206,722,635,4
2020-09-29,AL,152829,136752,1220,3967,3442,21
2021-03-28,ME,50030,38482,377,736,713,0
2020-04-14,NH,1091,0,71,27,0,4
2021-03-29,MO,567024,0,720,8788,0,10
2022-01-20,NH,254715,0,3274,2123,0,14
2020-09-28,ND,21402,21402,419,239,0,5
2021-09-11,NH,111516,0,405,1441,0,0
2020-04-24,NE,2526,0,320,50,0,3
2021-09-01,CT,373784,339850,712,8358,6882,0
2021-10-04,WI,820739,736385,2184,8934,8041,13
2022-01-15,CA,6789403,6416171,0,76940,0,0
2020-06-20,WA,28132,0,548,1265,0,10
2020-11-23,MT,56381,56381,701,614,614,11
2020-04-24,IL,39658,39658,2724,1795,1795,107
2020-09-05,IN,98961,0,1077,3343,3129,12
2020-01-31,NC,0,0,0,0,0,0
2021-01-02,MD,283171,0,2952,6342,6152,42
2021-03-18,MD,396746,0,1113,8655,8449,15
2021-01-26,IL,1108430,1108430,3667,20853,18883,109
2021-08-26,NC,1182519,1004914,8222,14727,12957,46
2021-09-08,VT,27441,0,130,274,0,0
2022-02-12,DE,253292,231027,282,2643,2419,42
2021-06-26,WA,449699,0,451,5902,0,0
2020-07-13,WA,41559,0,1109,1399,0,-39
2021-08-24,MI,1047265,935265,2307,21426,20141,21
2020-12-05,IL,779975,779975,9887,14017,13179,235
2021-05-17,IL,1367214,1367214,946,24801,22445,6
2021-08-14,DE,114187,105873,334,1838,1681,1
2021-04-10,CT,321586,296201,0,7944,6530,0
2020-07-21,CA,400769,400769,9231,7677,7677,26
2020-07-16,MD,75664,0,648,3466,3327,11
2021-05-01,NE,220355,0,89,2245,0,0
2021-04-15,VT,20274,0,168,237,0,2
2020-02-26,WI,0,0,0,0,0,0
2021-11-08,NC,1488094,1258387,1008,18603,16371,16
2021-12-08,NH,171538,0,1458,1768,0,11
2021-12-26,NV,489279,474023,0,8364,0,0
2021-11-13,IN,1049575,0,0,17088,16518,0
2021-04-10,AL,518023,405328,297,11054,8834,4
2020-11-03,CT,74843,70746,985,4634,3725,7
2020-11-26,WI,398104,374537,5666,3415,3240,72
2020-12-19,ME,18949,16459,207,292,287,0
2020-01-27,AL,0,0,0,0,0,0
2021-02-27,WI,616886,563496,868,7014,6412,15
2021-05-14,MO,592944,0,432,8993,0,0
2020-03-08,NV,3,0,1,0,0,0
2021-11-12,NV,459878,447746,1387,7808,0,11
2021-01-07,NC,604660,546628,10718,8608,7875,104
2021-11-30,ID,306845,243357,636,3929,3243,8
2021-08-13,MD,478067,0,950,9902,9681,4
2021-10-21,NE,279450,213847,474,2938,2466,10
2021-01-16,MI,629339,576507,1547,15043,14167,66
2021-09-14,WA,609823,0,2846,7037,0,56
2020-07-18,WI,45099,41485,1031,850,843,10
2020-08-03,CA,514901,514901,5739,9326,9326,74
2021-11-20,IL,1763866,1763866,0,29157,26227,0
2021-09-05,ME,78071,56132,2,940,877,0
2021-08-26,VT,25601,0,130,265,0,2
2020-10-28,VT,1969,0,10,57,0,0
2021-03-30,IN,686874,0,739,13011,12612,10
2021-09-19,AL,768130,580556,1832,14717,11468,73
2020-06-08,IL,129139,128415,1382,6102,5924,198
2021-03-18,NE,206980,0,298,2130,0,1
2020-01-28,DE,0,0,0,0,0,0
2020-10-24,NV,94812,94812,1146,1743,0,5
2021-05-28,MS,317873,194621,155,7409,5111,1
2021-06-25,ID,194690,155853,81,2145,1869,2
2021-05-29,DE,108800,101337,48,1661,1519,1
2020-02-10,MT,0,0,0,0,0,0
2021-09-01,MS,443511,259905,3850,8507,5793,17
2020-11-17,NC,319141,302467,3685,5340,5180,37
2021-07-29,CA,3994499,3830008,10778,63891,63891,42
2020-09-16,NV,74442,74248,434,1529,0,38
2021-10-01,NH,120763,0,495,1481,0,0
2021-02-21,MO,546899,0,424,8486,0,18
2021-11-22,MI,1427191,1259261,18772,24928,23315,55
2021-06-15,CT,348521,318942,56,8263,6791,0
2021-10-15,AL,809486,606733,904,15843,12307,22
2021-04-22,NC,946403,816935,2230,13004,11491,14
2020-08-03,CT,50062,48093,252,4437,3555,5
2020-10-31,WA,109664,0,1002,2366,0,0
2021-04-30,WA,401549,0,1630,5499,0,12
2021-09-13,WA,606977,0,2793,6981,0,21
2021-01-28,AL,453476,361515,2868,9411,7548,83
2020-05-04,IL,63840,63840,2391,2662,2662,44
2021-01-31,IN,627267,0,1735,11049,10714,6
2021-01-24,MS,267936,170667,1029,6514,4644,14
2020-06-22,ID,4254,3820,248,89,69,0
2020-04-29,VT,792,0,0,48,0,1
2021-10-01,MD,533870,0,1530,10485,10257,19
2020-04-23,MD,15737,0,962,790,750,49
2020-02-27,MT,0,0,0,0,0,0
2020-03-18,MT,12,0,1,0,0,0
2020-08-04,IL,185993,184712,1471,7742,7545,19
2020-10-06,MS,105106,94849,644,3330,3026,14
2021-09-10,ND,122351,110121,502,1573,0,2
2020-04-15,NC,5187,5187,171,158,158,16
2022-01-28,MO,1314435,0,9106,17111,0,9
2021-10-13,WI,847006,759278,2904,9124,8217,23
2021-11-02,IN,1023980,0,1371,16777,16225,48
2020-07-21,VT,1252,0,4,56,0,0
2020-06-03,ID,2990,2709,57,83,63,0
2021-04-30,MI,956837,858290,2833,19167,18007,68
2021-07-26,IN,766351,0,635,13956,13528,0
2020-02-18,NE,0,0,0,0,0,0
2020-10-28,AL,187391,161001,1483,4520,3876,20
2022-01-28,MT,238801,189804,2834,2993,2993,3
2020-12-21,ND,90453,87947,332,1238,0,5
2022-01-05,CA,5766356,5480265,51743,76054,0,130
2022-01-02,ND,174742,143150,116,2012,0,0
2021-08-03,NC,1056633,900893,3296,13888,12244,15
2020-08-26,CT,52220,50134,180,4463,3579,0
2021-07-06,DE,109900,102268,9,1695,1550,0
2021-07-14,IL,1398409,1398409,742,25803,23343,10
2020-05-18,ND,1931,1931,31,44,0,1
2021-03-23,NH,81132,0,382,1218,0,1
2020-07-23,ND,5614,5614,121,99,0,2
2020-07-08,NV,24587,24301,567,576,0,5
2020-07-17,ME,3644,3250,8,117,116,2
2020-08-27,NC,164015,161429,2163,2864,2854,22
2020-10-21,WI,192191,182687,4363,1702,1681,50
2021-07-04,NV,335435,335435,336,5699,0,1
2021-12-18,WA,802521,0,2261,9674,0,0
2020-09-24,VT,1588,0,2,57,0,0
2020-05-02,MD,24473,0,1001,1304,1239,52
2021-04-21,IL,1309552,1309552,2765,24018,21722,29
2020-09-06,CA,732144,732144,4905,13592,13592,123
2020-04-16,MI,38426,36930,1135,2874,2702,170
2021-09-30,ND,132808,116738,650,1611,0,0
2021-01-18,MS,257766,166462,1231,6350,4565,34
2021-11-06,CA,4937188,4688285,0,71852,0,0
2020-10-24,NH,10238,0,126,473,0,2
2020-02-28,CA,33,33,0,0,0,0
2020-05-01,NV,5227,5227,220,254,0,2
2021-07-13,WI,679180,614057,236,8189,7360,4
2021-05-23,NE,223141,0,22,2249,0,0
2021-10-08,AL,803181,602854,1012,15611,12133,27
2020-04-19,ND,585,585,57,10,0,1
2020-06-24,IL,139540,138540,715,6974,6770,63
2020-12-20,MS,198310,141389,1099,5141,4016,25
2020-02-23,DE,0,0,0,0,0,0
2021-08-11,WI,701110,633133,1559,8314,7462,3
2020-03-19,NC,104,104,42,1,1,0
2022-02-03,AL,1240133,900079,5011,17904,13798,44
2021-01-26,CA,3153186,3153186,17028,36660,36660,212
2022-02-16,CA,8843229,8271470,12444,82382,0,240
2021-12-21,MD,628425,0,6442,11577,11343,24
2021-01-23,MO,513773,0,1146,7859,0,33
2021-10-25,ME,101848,72649,881,1147,1060,25
2020-10-11,AL,164447,145500,710,4202,3623,17
2021-05-31,MS,318110,194770,67,7416,5117,1
2020-08-14,NC,143995,142323,1601,2517,2512,24
2020-06-21,MS,26150,25935,366,1241,1222,11
2021-12-28,ME,144538,104325,1328,1511,1386,19
2020-06-08,NH,5079,0,36,286,0,0
2021-07-03,NH,99572,0,17,1372,0,0
2020-05-14,NE,9423,0,363,113,0,6
2021-11-22,MS,511935,292992,1187,10240,6855,1
2020-10-21,NE,60575,0,946,576,0,11
2021-09-03,NE,247767,0,447,2347,0,0
2020-10-19,IL,350748,347161,3113,9496,9236,22
2021-06-06,NV,325810,325810,209,5600,0,0
2021-06-08,ID,193157,154590,127,2105,1836,-1
2020-04-26,MI,48922,46607,657,4094,3861,107
2022-02-22,MI,2348291,2050100,5129,34126,31499,128
2020-02-08,MD,0,0,0,0,0,0
2020-05-11,VT,852,0,0,52,0,0
2020-11-23,NC,340444,321365,2414,5585,5399,49
2022-01-29,NC,2421151,2038363,19070,21294,18663,82
2021-02-15,NV,288739,288739,391,4720,0,11
2020-01-28,CT,0,0,0,0,0,0
2020-09-03,CT,53209,51076,101,4468,3583,1
2021-03-12,MD,391480,0,990,8562,8358,13
2021-04-24,AL,525449,408983,243,11142,8905,13
2020-09-16,IN,107809,0,580,3454,3239,12
2021-04-27,ND,107154,99125,156,1486,0,0
2020-03-31,DE,414,412,70,10,0,3
2021-06-05,IN,746554,0,419,13669,13251,24
2020-12-09,ME,14861,13033,406,246,244,0
2021-04-18,MT,107145,98913,56,1546,1546,1
2020-04-08,ID,1232,0,22,18,0,3
2021-07-18,AL,558112,429748,636,11614,9272,7
2021-11-30,IN,1101185,0,4057,17557,16970,119
2020-09-07,MS,90031,83953,367,2966,2741,14
2020-01-23,MO,0,0,0,0,0,0
2020-12-18,CT,162782,153203,2680,5581,4514,29
2020-09-30,AL,153996,137464,1167,3983,3455,16
2021-01-09,VT,8207,0,163,155,0,0
2021-06-14,DE,109379,101820,21,1679,1536,0
2020-01-22,MS,0,0,0,0,0,0
2021-11-02,CA,4915947,4671147,4209,71570,0,38
2022-02-02,CA,8448709,7941318,25550,79621,0,239
2020-02-23,NC,0,0,0,0,0,0
2021-05-29,VT,22648,0,10,248,0,0
2022-02-13,ND,234875,176846,200,2154,0,0
2021-09-04,CA,4466363,4277304,9318,65807,65807,103
2021-06-17,NH,99225,0,29,1366,0,2
2020-06-14,IN,39909,0,366,2409,2237,9
2020-09-12,MT,8925,8925,0,133,133,0
2021-04-08,ND,104488,97481,124,1470,0,2
2021-06-30,NC,1004599,860239,456,13629,12019,4
2020-03-26,ID,189,0,66,3,0,3
2021-03-01,MT,100003,100003,49,1357,1357,0
2020-10-30,IL,408660,402401,8489,9994,9711,49
2020-04-30,WI,6854,6854,334,316,316,8
2020-07-16,IN,54080,0,710,2779,2594,10
2021-05-07,NC,971055,835431,1532,13187,11645,8
2021-09-21,MD,521210,0,974,10354,10127,22
2020-06-04,WA,22658,0,204,1138,0,3
2021-12-30,ID,319382,253175,924,4162,3434,1
2021-11-30,CT,421692,383039,907,8905,7296,41
2021-08-08,MS,365061,221694,2306,7856,5425,2
2021-10-11,ME,94940,67660,-1,1076,993,1
2021-03-09,WI,622444,567334,602,7134,6510,28
2020-01-25,CT,0,0,0,0,0,0
2022-02-05,NC,2496891,2099463,9985,21728,19011,88
2021-06-08,IN,747447,0,364,13681,13263,10
2020-06-30,AL,38422,37966,885,1344,1240,23
2020-09-09,NV,72503,72258,155,1447,0,21
2020-04-28,WI,6289,6289,208,300,300,19
2021-02-12,CA,3381615,3381615,10059,45520,45520,530
2021-11-20,WA,763552,0,1530,9110,0,0
2020-11-18,WI,350665,331837,8510,2925,2793,58
2021-11-13,MS,508469,291204,0,10187,6819,0
2021-08-08,NV,365580,365580,1003,6027,0,11
2020-06-29,WA,32018,0,387,1320,0,10
2020-06-24,MT,803,803,37,21,21,0
2021-10-29,MI,1275103,1128435,4710,23662,22182,42
2020-01-30,MS,0,0,0,0,0,0
2021-03-05,MT,100656,95509,125,1379,1379,4
2021-01-22,ID,158798,129512,598,1667,1462,13
2021-07-15,MI,1006663,900479,336,21125,19863,5
2020-01-28,NV,0,0,0,0,0,0
2020-05-06,WI,8901,8901,335,362,362,9
2021-07-11,MD,463186,0,79,9800,9583,1
2021-09-19,CT,385304,349174,481,8463,6963,0
2020-05-15,MD,36986,0,1083,1988,1890,54
2020-04-18,NC,6167,6167,293,221,221,14
2021-06-24,CA,3706846,3706846,1419,62822,62822,81
2020-11-29,CT,112581,104793,0,4961,3981,0
2021-10-08,ID,267664,212663,1682,3117,2633,53
2021-06-27,ND,110663,101493,3,1528,0,0
2021-01-28,NH,64258,0,696,1022,0,16
2020-05-10,MI,66961,62739,487,5169,4882,47
2020-02-26,NH,0,0,0,0,0,0
2021-06-12,MT,112790,100760,29,1641,1641,0
2020-10-29,ND,42483,42483,1353,512,0,13
2020-07-24,NV,40140,39919,0,735,0,0
2020-09-20,CT,55527,53218,0,4492,3597,0
2021-04-08,WA,371970,0,1033,5316,0,10
2021-12-14,MO,945656,0,2618,15689,0,105
2020-02-29,NE,0,0,0,0,0,0
2021-04-02,ME,51470,39347,279,745,722,1
2020-01-28,MS,0,0,0,0,0,0
2020-04-05,VT,481,0,51,21,0,1
2020-10-28,ID,61785,54193,862,599,555,14
2021-07-27,MS,339954,206697,1875,7710,5318,13
2020-07-09,ND,4070,4070,99,85,0,-4
2020-04-22,NH,1588,0,97,48,0,6
2022-02-18,NV,677345,642035,658,9508,0,19
2021-10-16,MD,549679,0,936,10725,10495,15
2020-02-06,MD,0,0,0,0,0,0
2020-01-29,CA,0,0,0,0,0,0
2022-01-28,ND,221025,168783,2065,2093,0,3
2020-10-30,MO,200977,0,3306,3467,0,43
2021-07-18,MO,647403,0,1020,9474,0,0
2022-02-21,ID,414513,324980,0,4676,3822,0
2020-03-12,NE,9,0,5,0,0,0
2021-03-15,IL,1210113,1210113,782,23216,20955,10
2021-10-02,CT,391431,354668,365,8650,7072,0
2021-04-27,ID,187014,149852,289,2040,1778,6
2021-08-09,VT,23861,0,88,255,0,0
2021-06-18,IL,1388688,1388688,102,25566,23133,14
2022-01-28,AL,1208086,877863,10430,17639,13620,42
2020-12-21,WA,225260,0,1389,3106,0,2
2021-12-29,CT,502484,451079,7520,9161,7497,5
2021-10-29,ND,148091,126341,520,1762,0,6
2021-01-10,WA,273104,0,3765,3699,0,1
2021-05-24,ND,109713,100811,80,1507,0,0
2021-07-18,NE,226246,0,65,2278,0,0
2022-01-04,IN,1286590,0,8305,19256,18605,172
2021-10-07,WA,676409,0,2944,7972,0,55
2020-03-03,ND,0,0,0,0,0,0
2021-12-29,ID,318458,252456,723,4161,3434,8
2021-06-29,NH,99481,0,26,1371,0,0
2021-09-24,NE,263066,248085,591,2408,2408,3
2021-02-05,WA,318141,0,1272,4449,0,33
2020-05-30,MT,505,505,0,17,17,0
2020-07-22,CT,48223,46203,127,4406,3527,0
2021-09-22,ID,246749,196188,1354,2687,2293,25
2021-04-29,MD,446459,0,966,9322,9108,17
2021-03-15,VT,15761,0,80,213,0,1
2020-07-21,ND,5367,5367,160,96,0,2
2020-10-04,AL,157889,140201,527,4058,3514,21
2020-03-04,NH,2,0,0,0,0,0
2021-09-01,ME,76913,55423,624,937,875,3
2020-10-26,DE,24417,23295,86,685,604,0
2020-12-14,CT,153992,144793,7231,5444,4397,81
2020-11-10,AL,206805,176037,2090,4803,4104,23
2021-05-31,ND,109962,100995,18,1512,0,0
2021-04-11,IN,700227,0,1159,13121,12719,10
2021-09-02,DE,120727,111405,547,1888,1729,1
2021-05-09,IL,1354967,1354967,1741,24577,22223,31
2020-12-24,ID,135233,112397,1248,1349,1191,25
2020-11-14,WA,130334,0,2480,2519,0,0
2020-09-08,NE,36585,0,574,406,0,2
2020-10-20,MI,274649,248752,2575,7493,7153,29
2020-08-20,NH,7050,0,14,428,0,1
2020-09-16,MS,94524,87376,602,3106,2840,26
2021-09-09,NC,1277837,1085054,7782,15697,13805,69
2020-09-09,MI,216432,196376,1602,6914,6592,5
2021-04-28,MO,584069,0,795,8952,0,5
2021-11-19,NE,302567,227962,1131,3108,2612,10
2021-02-06,ND,98155,93583,49,1428,0,0
2020-02-03,WA,1,0,0,0,0,0
2020-04-09,CA,18309,18309,1352,492,492,49
2020-09-16,ND,16333,16333,0,184,0,7
2021-02-23,ID,169866,138007,282,1840,1620,14
2021-05-27,NC,990114,849805,889,13428,11844,8
2021-07-03,VT,22856,0,6,250,0,0
2021-12-02,ID,308155,244440,594,3949,3257,0
2020-11-08,WA,119713,0,1550,2439,0,0
2020-07-20,WA,47518,0,850,1453,0,6
2021-03-10,CT,288657,268555,512,7752,6371,13
2021-11-08,ID,297142,236075,843,3678,3056,32
2021-07-08,MD,462835,0,99,9797,9580,2
2021-04-11,MT,106183,98656,41,1523,1523,0
2020-07-04,MD,69341,0,380,3362,3223,18
2021-07-26,MS,338079,205783,1291,7697,5308,22
2020-12-25,CT,172743,162449,0,5791,4686,0
2021-07-20,NE,226536,0,150,2285,0,4
2020-04-24,DE,3715,3664,136,100,100,0
2022-02-27,VT,103768,0,0,565,0,0
2020-09-11,VT,1532,0,7,57,0,0
2021-07-01,AL,549210,423464,304,11524,9201,2
2020-03-13,AL,8,8,4,1,0,0
2020-04-08,WA,8423,0,314,420,0,26
2020-03-30,WI,1221,0,232,14,0,1
2021-08-28,ME,75381,54470,47,930,868,1
2021-10-26,MO,849393,0,0,12016,0,0
2021-10-23,IN,1007681,0,0,16520,15977,54
2020-03-01,MS,0,0,0,0,0,0
2020-04-26,IN,15012,0,617,893,815,30
2021-11-12,WA,750258,0,2240,8933,0,76
2020-05-10,WA,17012,0,238,931,0,10
2022-01-26,MI,2203646,1933062,19270,31985,29605,13
2020-10-02,WA,89853,0,598,2143,0,11
2020-09-01,MD,108863,0,614,3886,3732,3
2021-10-14,MD,547675,0,1123,10697,10467,16
2020-10-04,DE,21500,20439,157,645,565,0
2021-10-04,MD,537327,0,1078,10525,10297,13
2020-03-31,MD,1660,0,247,38,37,11
2021-07-18,WA,460973,0,709,6042,0,0
2020-09-05,MS,89372,83402,398,2942,2723,10
2020-03-08,MD,5,0,2,0,0,0
2021-09-15,WA,613561,0,3738,7089,0,52
2021-12-29,NC,1654730,1392436,14769,19667,17303,32
2020-04-15,IL,24593,0,1346,948,0,80
2021-10-26,VT,36217,0,85,350,0,4
2022-01-22,MO,1261998,0,10943,17024,0,3
2021-01-14,AL,415483,334114,3210,8338,6765,96
2021-05-19,MD,456765,0,337,9567,9353,9
2021-09-25,ID,250556,199075,816,2753,2339,0
2020-07-11,VT,1176,0,5,55,0,0
2021-03-26,ND,102536,96284,154,1466,0,0
2021-07-22,DE,110573,102838,71,1697,1551,0
2021-06-01,NV,324262,324262,130,5590,0,4
2021-04-19,ME,57965,43444,420,767,742,0
2021-12-14,ID,312591,247780,405,4049,3343,17
2020-12-23,ND,90948,88317,225,1260,0,17
2021-09-20,NV,412317,412317,739,6880,0,13
2020-10-21,ND,35052,35052,887,431,0,9
2020-10-23,MD,138691,0,712,4224,4065,10
2020-06-17,MO,18668,0,424,1017,0,4
2020-02-02,NC,0,0,0,0,0,0
